gene,type,gene_model_description,all_gene_symbols,log2foldchange,p_value,pwo1_target,ubp5_target
AT5G38060,downregulated,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G65000.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).,NA,-0.956221367562048,3.68999736155497e-4,TRUE,TRUE
AT5G38220,downregulated,alpha/beta-Hydrolases superfamily protein; BEST Arabidopsis thaliana protein match is: alpha/beta-Hydrolases superfamily protein (TAIR:AT1G66900.1); Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses - 0; Other Eukaryotes - 9610 (source: NCBI BLink).,NA,-0.512737013676406,0.0022062232607815,TRUE,FALSE
AT5G38420,upregulated,"Encodes a member of the Rubisco small subunit (RBCS) multigene family: RBCS1A (At1g67090), RBCS1B (At5g38430), RBCS2B (At5g38420), and RBCS3B (At5g38410).",RUBISCO SMALL SUBUNIT 2B (RBCS2B),0.758550446095734,1.65067691373119e-4,FALSE,FALSE
AT5G38430,upregulated,"Encodes a member of the Rubisco small subunit (RBCS) multigene family: RBCS1A (At1g67090), RBCS1B (At5g38430), RBCS2B (At5g38420), and RBCS3B (At5g38410).",RUBISCO SMALL SUBUNIT 1B (RBCS1B),0.996936162878047,1.2998476698498e-5,FALSE,FALSE
AT5G39410,upregulated,"Saccharopine dehydrogenase ; LOCATED IN: mitochondrion, plasma membrane, vacuole, membrane, chloroplast envelope; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: Saccharopine dehydrogenase / Homospermidine synthase (InterPro:IPR005097); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).",NA,0.471449163204759,0.00117105557071705,FALSE,FALSE
AT5G39530,downregulated,Protein of unknown function (DUF1997); CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF1997 (InterPro:IPR018971); BEST Arabidopsis thaliana protein match is: Protein of unknown function (DUF1997) (TAIR:AT5G39520.1); Has 204 Blast hits to 204 proteins in 68 species: Archae - 0; Bacteria - 103; Metazoa - 0; Fungi - 0; Plants - 48; Viruses - 0; Other Eukaryotes - 53 (source: NCBI BLink).,NA,-0.930680155059293,2.21287224528481e-10,FALSE,FALSE
AT5G39660,downregulated,"Dof-type zinc finger domain-containing protein, identical to H-protein promoter binding factor-2a GI:3386546 from (Arabidopsis thaliana). Interacts with LKP2 and FKF1, but its overexpression does not change flowering time under short or long day conditions.",CYCLING DOF FACTOR 2 (CDF2),-0.536139119463114,8.95809128273153e-4,FALSE,FALSE
AT5G39860,downregulated,Encodes PRE1 (PACLOBUTRAZOL RESISTANCE1).  PRE1 and IBH1 form a pair of antagonistic HLH/bHLH transcription factors that function downstream of BZR1 to mediate brassinosteroid regulation of cell elongation.  BNQ1 is directly and negatively regulated by AP3 and PI in petals.Required for appropriate regulation of flowering time.,PACLOBUTRAZOL  RESISTANCE1 (PRE1);BASIC HELIX-LOOP-HELIX PROTEIN 136 (BHLH136);BANQUO 1 (BNQ1),-1.79614864112055,8.67869384575172e-8,FALSE,FALSE
AT5G40010,downregulated,Encodes a mitochondrial ATPase involved in seed and silique development.,ATPASE-IN-SEED-DEVELOPMENT (ASD);AAA-ATPASE 1 (AATP1),-1.33020142102178,0.00111868400633983,FALSE,FALSE
AT5G40170,downregulated,"receptor like protein 54 (RLP54); FUNCTIONS IN: kinase activity; INVOLVED IN: signal transduction, defense response; LOCATED IN: endomembrane system; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Leucine-rich repeat, typical subtype (InterPro:IPR003591), Leucine-rich repeat (InterPro:IPR001611); BEST Arabidopsis thaliana protein match is: receptor like protein 27 (TAIR:AT2G33060.1); Has 95502 Blast hits to 27133 proteins in 1050 species: Archae - 52; Bacteria - 4975; Metazoa - 18576; Fungi - 1120; Plants - 63605; Viruses - 17; Other Eukaryotes - 7157 (source: NCBI BLink).",RECEPTOR LIKE PROTEIN 54 (AtRLP54);RECEPTOR LIKE PROTEIN 54 (RLP54),-0.625421034984601,1.04211577305418e-5,FALSE,FALSE
AT5G40850,upregulated,Encodes a urophorphyrin III methylase that  catalyzes S-adenosyl-L-methionine-dependent transmethylation in a multistep process involving the formation of a covalently linked complex with S-adenosyl-L-methionine.,UROPHORPHYRIN METHYLASE 1 (UPM1),0.710994184068643,1.96327421374229e-6,FALSE,TRUE
AT5G41080,upregulated,Encodes a member of the glycerophosphodiester phosphodiesterase (GDPD) family.,(AtGDPD2);GLYCEROPHOSPHODIESTER PHOSPHODIESTERASE 2 (GDPD2),1.34903062373803,2.53910262192173e-13,FALSE,FALSE
AT5G41110,downregulated,unknown protein; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G26890.5); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).,NA,-0.620460306321398,0.00119288708040003,FALSE,TRUE
AT5G41140,downregulated,Myosin heavy chain-related protein; BEST Arabidopsis thaliana protein match is: Myosin heavy chain-related protein (TAIR:AT1G63300.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).,NA,-0.547748974818836,2.26512117904993e-4,FALSE,TRUE
AT5G41410,downregulated,"Homeodomain protein required for ovule identity.Loss of function mutations show homeotic conversion of integuments to carpels.Forms heterodimers with STM and KNAT1. Interacts with AG-SEP heterodimers is thought to restrict WUS expression. BEL interacts with MADS box dimers composed of SEP1(or SEP3) and AG, SHP1, SHP2 and STK. The interaction of BEL1 with AG-SEP3 is required for proper integument development and specification of integument identity.",BELL 1 (BEL1),-0.673974930183576,3.96245955652603e-5,FALSE,FALSE
AT5G42530,downregulated,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT2G25510.2); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).,NA,-1.52306034040659,4.85586914329522e-16,FALSE,FALSE
AT5G42650,downregulated,"Encodes a member of the  cytochrome p450 CYP74 gene family that functions as an allene oxide synthase. This enzyme catalyzes dehydration of the hydroperoxide to an unstable allene oxide in the JA biosynthetic pathway. It shows a dual catalytic activity, the major one being a 13-AOS but also expressing a 9-AOS activity.",ALLENE OXIDE SYNTHASE (AOS);DELAYED DEHISCENCE 2 (DDE2);CYTOCHROME P450 74A (CYP74A),-1.41200388369361,1.82252878505517e-10,TRUE,FALSE
AT5G42900,upregulated,cold regulated gene 27 (COR27); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT4G33980.1); Has 74 Blast hits to 74 proteins in 12 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 74; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,COLD REGULATED GENE 27 (COR27),0.90621378497104,2.17281765997072e-6,FALSE,FALSE
AT5G43150,downregulated,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: mitochondrion; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).,NA,-0.545469716790549,0.0031229738096147,FALSE,FALSE
AT5G43350,upregulated,"Encodes an inorganic phosphate transporter Pht1;1.  Mutants display enhanced arsenic accumulation.  Members of the Pht1 family of phosphate transporters include: Pht1;1/At5g43350, Pht1;2/At5g43370, Pht1;3/At5g43360, Pht1;4/At2g38940, Pht1;5/At2g32830, Pht1;6/At5g43340, Pht1;7/At3g54700, Pht1;8/At1g20860, Pht1;9/At1g76430 (Plant Journal 2002, 31:341).",PHOSPHATE TRANSPORTER 1;1 (PHT1;1);ARABIDOPSIS THALIANA PHOSPHATE TRANSPORTER 1 (ATPT1),0.832149357952417,3.68426151413438e-4,FALSE,FALSE
AT5G43580,upregulated,"Predicted to encode a PR (pathogenesis-related) peptide that belongs to the PR-6 proteinase inhibitor family. Functions in resistance to necrotrophic fungi and insect herbivory. Six putative PR-6-type protein encoding genes are found in Arabidopsis: At2g38900, At2g38870, At5g43570, At5g43580, At3g50020 and At3g46860.",UNUSUAL SERINE PROTEASE INHIBITOR (UPI),0.665930946456573,2.34435040011374e-4,FALSE,FALSE
AT5G43870,downregulated,"FUNCTIONS IN: phosphoinositide binding; INVOLVED IN: signal transduction; LOCATED IN: plasma membrane; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Pleckstrin-like, plant (InterPro:IPR013666), Protein of unknown function DUF828 (InterPro:IPR008546); BEST Arabidopsis thaliana protein match is: Plant protein of unknown function (DUF828) with plant pleckstrin homology-like region (TAIR:AT3G22810.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).",NA,-0.577398511220366,2.52110012669379e-4,FALSE,FALSE
AT5G44130,upregulated,"FASCICLIN-like arabinogalactan protein 13 precursor (FLA13); FUNCTIONS IN: molecular_function unknown; LOCATED IN: anchored to plasma membrane, plasma membrane, anchored to membrane, plant-type cell wall; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: FAS1 domain (InterPro:IPR000782); BEST Arabidopsis thaliana protein match is: FASCICLIN-like arabinoogalactan 9 (TAIR:AT1G03870.1); Has 960 Blast hits to 947 proteins in 155 species: Archae - 12; Bacteria - 234; Metazoa - 13; Fungi - 0; Plants - 680; Viruses - 0; Other Eukaryotes - 21 (source: NCBI BLink).",FASCICLIN-LIKE ARABINOGALACTAN PROTEIN 13 PRECURSOR (FLA13),0.831514444288807,1.35940741880586e-7,FALSE,FALSE
AT5G44190,downregulated,"Encodes GLK2, Golden2-like 2, one of a pair of partially redundant nuclear transcription factors that regulate chloroplast development in a cell-autonomous manner.  GLK1, Golden2-like 1, is encoded by At2g20570. GLK1 and GLK2 regulate the expression of the photosynthetic apparatus.",GOLDEN2-LIKE 2 (GLK2);GBF'S PRO-RICH REGION-INTERACTING FACTOR 2 (GPRI2); (ATGLK2),-0.746791847976293,8.58275929957758e-4,FALSE,FALSE
AT5G44530,downregulated,"Subtilase family protein; FUNCTIONS IN: identical protein binding, serine-type endopeptidase activity; INVOLVED IN: proteolysis, negative regulation of catalytic activity; LOCATED IN: endomembrane system; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Protease-associated PA (InterPro:IPR003137), Peptidase S8/S53, subtilisin/kexin/sedolisin (InterPro:IPR000209), Peptidase S8, subtilisin-related (InterPro:IPR015500), Peptidase S8/S53, subtilisin, active site (InterPro:IPR022398), Proteinase inhibitor I9, subtilisin propeptide (InterPro:IPR010259); BEST Arabidopsis thaliana protein match is: Subtilase family protein (TAIR:AT4G20430.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).",NA,-1.1836075720592,8.7201740765992e-12,FALSE,FALSE
AT5G44680,downregulated,"DNA glycosylase superfamily protein; FUNCTIONS IN: DNA-3-methyladenine glycosylase I activity, catalytic activity; INVOLVED IN: DNA repair, base-excision repair; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: DNA glycosylase (InterPro:IPR011257), Methyladenine glycosylase (InterPro:IPR005019); BEST Arabidopsis thaliana protein match is: DNA glycosylase superfamily protein (TAIR:AT3G12710.1); Has 3656 Blast hits to 3656 proteins in 1559 species: Archae - 10; Bacteria - 3140; Metazoa - 4; Fungi - 4; Plants - 168; Viruses - 0; Other Eukaryotes - 330 (source: NCBI BLink).",NA,-0.953307026417661,1.66965071943767e-4,FALSE,FALSE
AT5G44740,downregulated,Y-family DNA polymerase. Catalyses translesion synthesis in response to UV damage. Functionally interacts with PCNA2. Has a ubiquitin binding motif.,Y-FAMILY DNA POLYMERASE H (POLH),-1.4782403319213,1.15521660590934e-8,TRUE,TRUE
AT5G45150,upregulated,"RNAse THREE-like protein 3 (RTL3); FUNCTIONS IN: double-stranded RNA binding, RNA binding, ribonuclease III activity; INVOLVED IN: RNA processing; LOCATED IN: intracellular; CONTAINS InterPro DOMAIN/s: Double-stranded RNA-binding (InterPro:IPR001159), Double-stranded RNA-binding-like (InterPro:IPR014720), Ribonuclease III (InterPro:IPR000999); BEST Arabidopsis thaliana protein match is: RNAse THREE-like protein 2 (TAIR:AT3G20420.1); Has 6508 Blast hits to 5064 proteins in 1836 species: Archae - 0; Bacteria - 4133; Metazoa - 528; Fungi - 225; Plants - 454; Viruses - 14; Other Eukaryotes - 1154 (source: NCBI BLink).",RNASE THREE-LIKE PROTEIN 3 (RTL3),1.2061337361638,8.5326770159519007e-05,FALSE,FALSE
AT5G45650,downregulated,"subtilase family protein; FUNCTIONS IN: identical protein binding, serine-type endopeptidase activity; INVOLVED IN: proteolysis, negative regulation of catalytic activity; LOCATED IN: endomembrane system; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Protease-associated PA (InterPro:IPR003137), Proteinase inhibitor, propeptide (InterPro:IPR009020), Peptidase S8/S53, subtilisin/kexin/sedolisin (InterPro:IPR000209), Peptidase S8, subtilisin-related (InterPro:IPR015500), Peptidase S8/S53, subtilisin, active site (InterPro:IPR022398), Proteinase inhibitor I9, subtilisin propeptide (InterPro:IPR010259); BEST Arabidopsis thaliana protein match is: Subtilisin-like serine endopeptidase family protein (TAIR:AT5G45640.1); Has 5973 Blast hits to 5550 proteins in 898 species: Archae - 128; Bacteria - 3248; Metazoa - 41; Fungi - 214; Plants - 1924; Viruses - 0; Other Eukaryotes - 418 (source: NCBI BLink).",NA,-0.97663430545319,2.18068691165019e-8,FALSE,FALSE
AT5G45820,downregulated,Encodes a CBL-interacting serine/threonine protein kinase comprised of an N-terminal kinase catalytic domain similar to SNF1/AMPK and a unique C-terminal regulatory domain.,PROTEIN KINASE 18 (PKS18);CBL-INTERACTING PROTEIN KINASE 20 (CIPK20);SNF1-RELATED PROTEIN KINASE 3.6 (SnRK3.6),-0.93773858663322,2.43795905244475e-4,FALSE,FALSE
AT5G45830,downregulated,"Encodes DOG1 (DELAY OF GERMINATION 1).  A quantitative trait locus involved in the control of seed dormancy.  Belongs to a novel plant-specific gene family whose members include: DOG1-like 1-4 (DOGL1-4, At4g18660, At4g18680, At4g18690, At4g18650 respectively) and DOG1.  DOG1 expression is seed-specific.",DELAY OF GERMINATION 1 (DOG1); (ATDOG1),-1.13662996781978,6.85671558568389e-5,FALSE,FALSE
AT5G45950,downregulated,"GDSL-like Lipase/Acylhydrolase superfamily protein; FUNCTIONS IN: hydrolase activity, acting on ester bonds, carboxylesterase activity; INVOLVED IN: lipid metabolic process; LOCATED IN: endomembrane system; EXPRESSED IN: 20 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Lipase, GDSL (InterPro:IPR001087); BEST Arabidopsis thaliana protein match is: GDSL-like Lipase/Acylhydrolase superfamily protein (TAIR:AT5G45960.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).",NA,-0.825843384209085,2.07056311008541e-6,FALSE,FALSE
AT5G46240,downregulated,"Encodes a potassium channel protein (KAT1). ABA triggers KAT1 endocytosis  both in epidermal cells as  well as guard cells. Upon removal of ABA, KAT1 is recycled back to the plasma membrane. KAT1 is localized  within 0.5?0.6 &#956;m diameter microdomains at the  plasma membrane surface.  KAT1 belongs to the Shaker family K+ channel. This family includes five groups based on phylogenetic analysis (FEBS Letters (2007) 581: 2357): I (inward rectifying channel): AKT1 (AT2G26650), AKT5 (AT4G32500) and SPIK (also known as AKT6, AT2G25600); II (inward rectifying channel): KAT1 (AT5G46240) and KAT2 (AT4G18290); III (weakly inward rectifying channel): AKT2 (AT4G22200); IV (regulatory subunit involved in inwardly rectifying conductance formation): KAT3 (also known as AtKC1, AT4G32650); V (outward rectifying channel): SKOR (AT3G02850) and GORK (AT5G37500).",POTASSIUM CHANNEL IN ARABIDOPSIS THALIANA 1 (KAT1),-0.779577953838204,3.44568378088459e-6,FALSE,FALSE
AT5G46690,downregulated,"beta HLH protein 71 (bHLH071); FUNCTIONS IN: DNA binding, sequence-specific DNA binding transcription factor activity; INVOLVED IN: regulation of transcription; LOCATED IN: nucleus; EXPRESSED IN: 16 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Helix-loop-helix DNA-binding domain (InterPro:IPR001092), Helix-loop-helix DNA-binding (InterPro:IPR011598); BEST Arabidopsis thaliana protein match is: basic helix-loop-helix (bHLH) DNA-binding superfamily protein (TAIR:AT1G72210.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).",BETA HLH PROTEIN 71 (bHLH071),-0.710308167577714,2.17627488018401e-4,FALSE,FALSE
AT5G46890,upregulated,"Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein; FUNCTIONS IN: lipid binding; INVOLVED IN: lipid transport; LOCATED IN: endomembrane system; CONTAINS InterPro DOMAIN/s: Bifunctional inhibitor/plant lipid transfer protein/seed storage (InterPro:IPR016140), Plant lipid transfer protein/seed storage/trypsin-alpha amylase inhibitor (InterPro:IPR003612), Plant lipid transfer protein/hydrophobic protein, helical domain (InterPro:IPR013770); BEST Arabidopsis thaliana protein match is: Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein (TAIR:AT5G46900.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).",NA,1.16094140707092,0.00133962631835706,FALSE,FALSE
AT5G46900,upregulated,"Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein; FUNCTIONS IN: lipid binding; INVOLVED IN: lipid transport; LOCATED IN: endomembrane system; CONTAINS InterPro DOMAIN/s: Bifunctional inhibitor/plant lipid transfer protein/seed storage (InterPro:IPR016140), Plant lipid transfer protein/seed storage/trypsin-alpha amylase inhibitor (InterPro:IPR003612), Plant lipid transfer protein/hydrophobic protein, helical domain (InterPro:IPR013770); BEST Arabidopsis thaliana protein match is: Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein (TAIR:AT5G46890.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).",NA,1.45532258345299,5.51380772219438e-4,FALSE,FALSE
AT5G47240,downregulated,"nudix hydrolase homolog 8 (NUDT8); FUNCTIONS IN: hydrolase activity; INVOLVED IN: response to wounding; LOCATED IN: cytosol; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: NUDIX hydrolase domain-like (InterPro:IPR015797), NUDIX hydrolase, conserved site (InterPro:IPR020084), Nudix hydrolase 6-like (InterPro:IPR003293), NUDIX hydrolase domain (InterPro:IPR000086); BEST Arabidopsis thaliana protein match is: nudix hydrolase homolog 2 (TAIR:AT5G47650.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).",NUDIX HYDROLASE HOMOLOG 8 (atnudt8);NUDIX HYDROLASE HOMOLOG 8 (NUDT8),-0.8257435648749,9.93238729138583e-8,FALSE,FALSE
AT5G47450,upregulated,"Tonoplast intrinsic protein, transports ammonium (NH3) and methylammonium across the tonoplast membrane, gene expression shows diurnal regulation and is upregulated by ammonium (NH3).",ARABIDOPSIS THALIANA TONOPLAST INTRINSIC PROTEIN 2;3 (ATTIP2;3);DELTA-TONOPLAST INTRINSIC PROTEIN 3 (DELTA-TIP3);TONOPLAST INTRINSIC PROTEIN 2;3 (TIP2;3),1.25886356258988,2.96215164333394e-5,FALSE,FALSE
AT5G47500,downregulated,predicted to encode a pectin methylesterase,PECTIN METHYLESTERASE 5 (PME5),-0.561001370651213,0.00293279863371533,FALSE,FALSE
AT5G47810,upregulated,"phosphofructokinase 2 (PFK2); CONTAINS InterPro DOMAIN/s: Pyrophosphate-dependent phosphofructokinase TP0108 (InterPro:IPR012004), Phosphofructokinase (InterPro:IPR000023); BEST Arabidopsis thaliana protein match is: phosphofructokinase 3 (TAIR:AT4G26270.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).",PHOSPHOFRUCTOKINASE 2 (PFK2),0.697909237812115,4.10207930627028e-4,FALSE,FALSE
AT5G47950,upregulated,"HXXXD-type acyl-transferase family protein; FUNCTIONS IN: transferase activity, transferring acyl groups other than amino-acyl groups, transferase activity; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: root; CONTAINS InterPro DOMAIN/s: Transferase (InterPro:IPR003480); BEST Arabidopsis thaliana protein match is: HXXXD-type acyl-transferase family protein (TAIR:AT3G30280.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).",NA,1.00589264116096,0.00222106261153089,FALSE,FALSE
AT5G48110,upregulated,"Terpenoid cyclases/Protein prenyltransferases superfamily protein; FUNCTIONS IN: lyase activity, magnesium ion binding; INVOLVED IN: metabolic process; LOCATED IN: chloroplast; EXPRESSED IN: root, flower; EXPRESSED DURING: 4 anthesis; CONTAINS InterPro DOMAIN/s: Terpene synthase, metal-binding domain (InterPro:IPR005630), Terpenoid synthase (InterPro:IPR008949), Terpenoid cylases/protein prenyltransferase alpha-alpha toroid (InterPro:IPR008930), Terpene synthase-like (InterPro:IPR001906); BEST Arabidopsis thaliana protein match is: Terpenoid cyclases/Protein prenyltransferases superfamily protein (TAIR:AT1G70080.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).",NA,0.908903778582085,3.27181810272773e-4,FALSE,FALSE
AT5G48470,upregulated,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).,NA,0.760648830159195,1.2009002887383e-5,FALSE,FALSE
AT5G48490,downregulated,"Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein; FUNCTIONS IN: lipid binding; INVOLVED IN: lipid transport; LOCATED IN: endomembrane system; EXPRESSED IN: 20 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Bifunctional inhibitor/plant lipid transfer protein/seed storage (InterPro:IPR016140), Plant lipid transfer protein/seed storage/trypsin-alpha amylase inhibitor (InterPro:IPR003612); BEST Arabidopsis thaliana protein match is: Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein (TAIR:AT5G48485.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).",NA,-1.48717443247731,6.50953803752773e-19,FALSE,FALSE
AT5G48850,downregulated,"homologous to the wheat sulphate deficiency-induced gene sdi1. Expression in root and leaf is induced by sulfur starvation. Knockout mutants retained higher root and leaf sulfate concentrations, indicating a role in regulation of stored sulfate pools.",SULPHUR DEFICIENCY-INDUCED 1 (ATSDI1),-1.90865944901094,1.7533433665448e-6,FALSE,FALSE
AT5G48900,downregulated,"Pectin lyase-like superfamily protein; FUNCTIONS IN: lyase activity, pectate lyase activity; LOCATED IN: endomembrane system; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: Pectin lyase fold/virulence factor (InterPro:IPR011050), AmbAllergen (InterPro:IPR018082), Pectate lyase/Amb allergen (InterPro:IPR002022), Pectin lyase fold (InterPro:IPR012334), Parallel beta-helix repeat (InterPro:IPR006626); BEST Arabidopsis thaliana protein match is: Pectin lyase-like superfamily protein (TAIR:AT3G07010.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).",NA,-0.777155874305356,3.31694865522595e-5,FALSE,FALSE
AT5G49630,downregulated,Is a high affinity amino acid transporter capable of transporting aspartate and tryptophan. May be involved in the amino acid uptake from xylem.,AMINO ACID PERMEASE 6 (AAP6),-0.7969782989639,9.34073741482303e-4,FALSE,FALSE
AT5G49680,upregulated,"Conserved among eukaryotes, similar to Arabidopsis SABRE. The phenotype of the kip/sab double mutant suggests related functions for both genes, however, the KIP protein is mostly required for tip-growth. Predicted to be targeted to the secretory pathway. mRNA was detected in all organs, with most abundance in pollen and roots.",NA,0.912847066003471,1.49958355975684e-5,FALSE,TRUE
AT5G49730,downregulated,"Encodes a plasma membrane-located ferric chelate reductase. Its mRNA is expressed in green aerial tissues (shoot, flower and cotyledon) in a light- and cell differentiation-specific manner.",FERRIC REDUCTION OXIDASE 6 (ATFRO6);FERRIC REDUCTION OXIDASE 6 (FRO6); (FRO6),-0.823086157655455,3.55502595004031e-8,FALSE,FALSE
AT5G49910,upregulated,Stromal heat shock protein involved in protein import into chloroplast.,CHLOROPLAST HEAT SHOCK PROTEIN 70-2 (CPHSC70-2EAT SHOCK PROTEIN 70-2);CHLOROPLAST HEAT SHOCK PROTEIN 70-2 (cpHsc70-2);HEAT SHOCK PROTEIN 70-7 (HSC70-7),0.755423230006691,1.33432475654266e-4,FALSE,FALSE
